question,sql
"How many referrals were logged in the force area from Friday to 0600hrs on Monday?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"Share the referral count for each day from Friday to Monday 0600hrs in the force region.","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"What was the total referral number per day in the force area from Friday through 0600hrs Monday?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"Can you provide the referral figures for each day from Friday to Monday 0600hrs in the force jurisdiction?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"Could you provide the referral breakdown from Friday to Monday 0600hrs in the force region?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"How many referrals were registered each day in the force area from Friday through to Monday 0600hrs?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"Can you give me the referral count from Friday to 0600hrs Monday for the force jurisdiction?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"What are the daily referral numbers in the force area between Friday and Monday 0600hrs?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"How many referrals were made per day from Friday to Monday 0600hrs in the force area?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"Provide the referral count for each day in the force area from Friday through to Monday 0600hrs.","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
"Can you give a breakdown of the referral numbers per day from Friday to Monday 0600hrs in the force region?","WITH WeekendData AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE)) AS WeekendStart, COUNT(*) AS ReferralCount FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(MONTH, -1, GETDATE()) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6)) GROUP BY DATEADD(DAY, -((DATEPART(WEEKDAY, ReferralCreatedDateTime) + 1) % 7), CAST(ReferralCreatedDateTime AS DATE))), ThisWeekend AS (SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS ThisWeekendStart, COUNT(*) AS TotalThisWeekendReferrals FROM Referrals WHERE ReferralCreatedDateTime >= DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AND ReferralCreatedDateTime < DATEADD(DAY, 3, DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE))) AND (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 6 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 7 OR DATEPART(WEEKDAY, ReferralCreatedDateTime) = 1 OR (DATEPART(WEEKDAY, ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, ReferralCreatedDateTime) < 6))), PreviousWeekends AS (SELECT AVG(ReferralCount) AS AvgPreviousWeekendReferrals, SUM(ReferralCount) AS TotalPreviousWeekendReferrals FROM WeekendData WHERE WeekendStart < (SELECT ThisWeekendStart FROM ThisWeekend)) SELECT ThisWeekend.TotalThisWeekendReferrals, PreviousWeekends.AvgPreviousWeekendReferrals, PreviousWeekends.TotalPreviousWeekendReferrals, CASE WHEN ThisWeekend.TotalThisWeekendReferrals > PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Above Average' WHEN ThisWeekend.TotalThisWeekendReferrals < PreviousWeekends.AvgPreviousWeekendReferrals THEN 'Below Average' ELSE 'Equal to Average' END AS ComparisonResult FROM ThisWeekend, PreviousWeekends;"
